sample,MYCN,RET,KIT,PROM1,PTRH2,TLE5,TLE1,GAPDH,TCF7,RELA,RPL30,PSMC5,WDTC1,RRP1,HNRNPL,PCBP1,RER1,A2ML1,ZFHX3
TCGA-55-8302-01,-4.293,-3.816,0.4657,-1.639,5.806,8.982,3.998,12.46,2.339,5.94,11.2,7.816,4.542,4.58,7.701,8.304,6.993,-4.608,1.719
TCGA-IN-7806-01,-2.114,-1.732,-0.2159,4.652,4.519,8.113,4.037,12.16,5.263,5.961,11.5,6.787,5.344,4.039,7.527,8.039,6.939,6.176,3.016
TCGA-BR-8081-01,0.4125,-1.056,0.346,-3.626,4.298,8.162,4.223,12.53,3.652,5.976,11.15,6.218,3.24,3.89,7.559,7.831,6.537,-9.966,2.141
GTEX-13CZV-0011-R10b-SM-5LZYD,1.396,2.193,1.971,1.669,4.23,9.583,4.786,11.57,-0.5756,4.496,8.879,7.519,4.822,3.979,7.109,7.279,5.592,0.3907,-0.1828
GTEX-12ZZY-0326-SM-5LZVQ,-1.214,0.9343,2.254,-1.685,4.094,8.94,5.069,10.04,0.7999,6.231,10.97,6.926,4.531,3.772,7.408,8.065,6.638,-1.248,2.284
GTEX-145MI-0011-R7b-SM-5Q5AZ,-9.966,-5.012,-4.293,-2.548,0.9343,5.626,1.59,8.258,-3.458,2.514,8.13,3.812,0.3346,-0.1345,2.886,3.899,1.506,-1.781,-2.826
TCGA-06-0750-01,0.6239,1.064,-0.6416,4.44,4.98,8.415,4.468,12.49,2.105,5.55,10.47,7.21,3.767,3.608,7.54,7.587,6.782,1.029,0.547
TCGA-CQ-5326-01,-1.595,1.66,0.2998,-5.574,4.745,7.103,5.149,12.9,2.69,6.513,10.55,7.681,4.564,4.223,7.886,8.416,6.938,7.711,2.359
TCGA-DB-A4XF-01,3.162,1.406,0.9862,1.164,4.242,7.923,6.709,11.06,0.9493,5.476,10.42,7.779,4.614,3.736,7.522,7.286,5.623,-0.0574,0.8805
GTEX-N7MT-0126-SM-2D7VT,-3.626,0.058,4.342,-0.4521,2.78,9.17,5.415,10.89,3.636,6.3,10.99,6.715,5.364,3.433,7.531,7.841,6.338,-5.012,2.822
TCGA-C5-A7CM-01,3.728,-0.7834,1.264,6.981,5.971,9.048,4.089,12.33,3.849,5.321,10.65,7.779,4.017,4.384,8.143,7.952,5.528,2.618,1.46
K-562-SM-5LZWR,-9.966,-6.506,1.496,-9.966,5.621,8.703,-3.458,12.2,3.046,5.429,11.17,6.976,4.951,5.499,8.589,8.41,7.244,-2.635,-2.388
TARGET-20-PADYIR-04,-0.2159,-1.938,4.43,3.418,2.173,7.137,3.833,10.76,4.142,5.808,11.41,5.43,3.505,1.86,7.455,7.381,4.213,-5.574,-1.994
TCGA-G9-6367-01,-5.574,2.42,1.19,2.892,4.583,9.174,4.696,10.75,2.669,5.303,11.18,7.276,5.056,3.424,7.768,7.791,6.684,-0.7346,2.913
TCGA-A4-A5Y1-01,-5.012,-1.938,-1.51,3.672,4.211,7.914,5.101,11.58,1.609,6.104,10.13,7.474,4.41,4.203,7.683,8.368,6.688,-9.966,0.9862
GTEX-13OW7-0011-R3a-SM-5O9DA,-0.5973,-1.117,1.66,1.656,1.953,8.4,4.421,10.1,0.058,3.643,8.369,5.957,3.542,1.876,5.408,5.808,4.285,1.036,-0.1828
TCGA-G9-6342-01,-6.506,1.532,-0.4325,0.679,5.312,8.945,5.737,10.4,2.17,5.888,11.25,7.336,4.985,4.138,7.574,8.133,6.958,-2.178,2.308
GTEX-11H98-0326-SM-5HL4S,-3.626,-2.932,-0.8339,-3.458,3.287,8.554,6.071,12.49,-2.114,4.846,10.1,7.144,4.859,3.469,6.629,8.113,6.202,-2.727,1.357
TCGA-KU-A66T-01,-2.727,-3.047,-1.639,-3.171,5.127,7.317,3.668,13.51,2.592,5.234,11.88,7.354,4.477,4.698,7.893,7.985,7.41,6.376,0.605
TCGA-BH-A1F6-11,-0.0425,0.8647,5.859,4.997,4.218,8.009,5.32,10.16,3.827,5.433,10.89,5.967,4.791,3.045,7.455,7.431,6.759,-0.7346,2.504
GTEX-11TUW-2526-SM-5EQKN,-3.308,-0.6873,-2.245,-0.5543,3.863,8.96,4.635,13.62,-0.9406,4.903,9.994,5.951,4.547,3.038,5.91,8.186,4.869,-2.727,0.8805
GTEX-R55G-1226-SM-48FDC,-1.149,-0.8863,1.501,5.209,4.064,8.341,5.118,10.9,0.6699,5.171,10.2,6.205,4.466,3.002,7.206,7.361,6.688,-1.149,1.043
TARGET-20-PADYIR-09,2.536,-4.293,1.979,2.977,2.915,8.54,4.408,10.27,7.368,6.818,12.58,4.931,2.848,0.9568,7.714,7.677,3.572,-2.932,-0.3383
TCGA-CJ-4905-01,0.7233,-0.9686,3.628,-2.245,3.955,8.704,4.957,12.25,1.692,5.915,11.18,7.089,4.996,3.898,7.49,8.624,6.538,-6.506,3.111
GTEX-ZTPG-1626-SM-5DUX2,-1.781,-2.178,0.7748,-1.994,3.804,8.566,3.809,11.41,1.209,5.844,10.69,6.765,3.91,4.869,7.506,8.129,7.752,8.348,0.0014
TCGA-EP-A2KC-01,-3.816,-6.506,-2.245,-9.966,5.084,7.025,5.827,10.24,3.695,4.721,11.9,6.854,3.682,3.121,6.778,7.348,6.312,-9.966,0.5069
GTEX-117XS-2926-SM-5N9BX,-2.388,1.941,0.7832,-0.9406,3.545,8.353,4.171,10.71,1.581,4.966,10.71,6.807,4.327,3.516,7.257,7.353,6.49,1.824,1.864
GTEX-QVJO-0011-R7A-SM-2S1QO,0.1388,-0.3383,3.777,1.836,3.935,9.27,5.699,11.43,2.322,4.344,9.773,7.038,5.153,3.632,6.764,6.822,5.521,1.311,1.727
GTEX-WHWD-2326-SM-3LK6Q,1.196,-0.3752,1.532,-5.574,3.815,9.471,5.858,11.17,2.365,6.297,11.12,7.329,4.963,4.326,7.722,8.018,6.471,2.604,2.422
GTEX-11UD2-0005-SM-5NQ9B,-5.574,-5.012,-5.012,-5.012,-0.6416,6.776,0.3685,10.77,3.271,5.176,8.898,4.035,3.281,0.9568,5.317,7.218,4.092,-5.574,-4.608
TCGA-BH-A0BA-01,0.3346,2.592,4.143,2.977,4.22,9.153,6.546,10.5,2.943,5.377,10.84,6.498,4.838,3.907,8.045,7.835,7.144,-1.181,2.125
TCGA-KK-A7AQ-01,-4.293,2.154,-2.114,-2.466,5.164,9.269,4.08,10.79,1.078,5.175,10.99,7.356,4.519,4.25,7.428,6.756,6.243,-0.6873,1.571
GTEX-RN64-0526-SM-2TC5P,-1.639,-2.826,3.615,1.171,2.886,8.499,5.24,10.77,0.2762,6.186,10.81,6.946,5.214,3.683,7.688,8.172,6.399,-2.727,4.807
GTEX-Y5V5-1826-SM-4VDS5,-1.181,2.022,3.861,1.779,3.683,9.311,4.949,10.81,1.008,5.868,10.77,7.128,4.169,2.919,6.289,7.089,5.839,-2.388,1.674
GTEX-1211K-1726-SM-5FQUJ,-2.635,-1.026,1.892,5.554,3.373,8.167,4.673,10.05,0.1648,4.866,10.05,5.665,3.892,3.151,6.867,6.433,5.977,-3.171,1.233
GTEX-RNOR-0011-R1A-SM-5SI8F,0.4447,1.799,3.426,1.6,3.474,9.938,4.859,11.08,-0.5756,3.575,9.073,6.819,4.876,3.713,6.265,6.533,4.722,-0.3022,-0.2328
GTEX-13JVG-0011-R11a-SM-5KM53,-1.639,-0.1993,0.3685,0.1124,2.801,10.28,4.547,10.49,0.0014,4.995,9.567,7.629,5.077,3.817,7.795,7.345,6.021,0.7233,-2.053
TCGA-G7-6790-01,-0.0277,-3.816,-0.8863,6.03,4.924,8.194,4.418,12.03,2.257,5.263,10.02,8.15,4.906,3.639,7.228,8.615,6.399,-9.966,1.373
GTEX-ZV7C-1826-SM-5NQ83,-2.315,-0.2328,4.837,3.801,4.423,8.64,5.711,10.14,1.412,6.378,11.22,7.308,4.952,4.385,7.727,8.118,6.399,-5.574,2.566
GTEX-13112-0326-SM-5P9IW,1.997,0.7832,4.012,2.334,3.237,9.568,5.112,10.12,2.154,6.083,10.48,7.23,5.006,4.002,7.925,7.66,6.475,-1.214,3.392
TCGA-CC-A7IL-01,-0.6416,-9.966,-4.293,-5.574,5.683,7.343,5.647,10.95,3.308,4.624,11.08,7.872,2.913,3.583,6.367,7.793,6.457,-9.966,-0.6193
TCGA-QR-A703-01,4.258,5.447,-0.9406,-6.506,4.219,10.07,5.017,12.67,1.486,4.565,11.05,7.379,4.678,3.59,7.548,7.992,5.978,-9.966,0.5955
GTEX-TMZS-0006-SM-3DB8G,-5.012,-4.608,-3.458,-3.458,2.483,7.756,-0.1504,10.63,4.957,4.935,9.331,5.126,5.049,1.696,6.37,7.571,5.86,-6.506,-2.388
TCGA-S3-AA10-01,2.991,-0.4325,2.305,5.277,4.978,8.358,4.768,12.64,4.121,5.694,12.06,7.04,4.663,5.544,8.003,8.175,6.438,5.098,0.5763
TCGA-AB-2978-03,3.539,-2.727,5.24,4.949,3.887,6.954,1.434,10.93,3.405,4.512,11,5.868,4.092,3.113,7.179,7.099,5.382,-0.5543,1.118
TCGA-22-4605-01,-2.178,-0.3201,2.563,4.061,4.887,8.361,3.968,12.37,2.196,5.599,10.86,7.397,5.294,4.793,7.699,8.195,6.613,6.058,1.674
TCGA-YZ-A984-01,-4.035,-2.727,6.538,-5.012,4.817,8.7,3.603,13.5,3.668,6.443,11.76,7.444,4.686,5.672,6.937,7.797,5.607,-6.506,-0.394
GTEX-13QBU-2326-SM-5LU49,2.118,-2.053,0.2642,-5.012,3.968,8.956,6.466,10.92,3.034,6.288,10.77,7.204,4.816,4.095,7.836,7.775,6.333,3.614,2.592
TCGA-A8-A08J-01,2.254,4.202,0.2522,1.779,7.426,8.559,5.427,12.34,1.202,5.533,11.56,7.827,4.472,3.813,7.93,8.472,6.865,-1.685,2.37
TCGA-BP-5174-01,-1.283,-2.932,0.9642,-0.4325,4.25,8.321,3.588,12.79,1.527,5.076,10.26,7.346,4.456,3.366,7.054,8.24,6.653,-9.966,0.6425
TARGET-10-PAPJHR-09,-0.0574,-0.7588,-0.5973,2.444,2.39,8.481,8.106,11.26,9.293,8.28,11.24,6.783,4.842,2.452,9.019,7.549,3.729,-3.171,0.9038
TCGA-61-2009-01,4.271,0.537,-0.5332,-0.5332,4.452,9.257,3.567,12.08,3.562,5.732,11.28,6.07,3.936,3.968,7.017,7.908,6.832,-2.548,1.071
TCGA-20-1684-01,3.027,-0.7588,-4.608,6.257,4.311,7.425,6.028,12.04,3.599,6.908,11.52,6.507,5.301,4.333,8.315,8.245,7.747,-0.7108,2.924
TCGA-N8-A4PI-01,1.9,-0.1345,0.7916,3.118,4.93,8.028,5.484,12.47,2.441,5.822,12.08,7.642,4.514,4.711,7.669,7.877,6.355,-3.171,0.4447
GTEX-14E6D-0926-SM-5S2QV,-4.293,0.1124,-1.552,-1.056,0.3573,6.204,1.732,7.875,-3.308,2.322,7.517,3.593,1.585,-0.2498,3.89,4.291,2.692,-5.012,-1.056
GTEX-11TT1-0926-SM-5GU5M,-1.685,1.779,2.029,0.434,4.993,8.136,4.827,11.77,0.7664,6.096,10.94,7.361,4.505,4.352,7.654,8.192,6.583,-4.608,2.26
GTEX-Y114-1726-SM-4TT7U,-0.1187,-1.026,3.387,-4.035,4.09,8.441,6.29,10.11,1.692,6.162,11.9,6.542,4.353,3.804,7.481,7.565,6.065,-1.392,2.06
TCGA-05-4402-01,0.03,-2.114,1.971,3.336,4.687,8.265,4.237,12.3,2.662,6.058,10.88,7.09,5.309,3.842,7.696,8.016,7.57,-1.117,1.705
TCGA-AA-3518-11,-1.994,-0.0425,2.439,5.377,3.63,8.523,4.599,11.25,2.362,5.442,10.72,6.4,5.226,3.434,7.419,7.878,6.556,-9.966,1.311
TCGA-2G-AAH4-01,4.094,1.164,4.033,4.672,4.583,9.115,6.134,12.89,2.888,5.028,11.84,7.358,4.738,5.204,8.139,7.917,6.589,0.6239,2.071
TCGA-N6-A4V9-01,5.025,-1.181,2.84,5.475,5.951,8.542,3.694,12.69,4.227,4.866,11.7,7.744,4.22,4.539,7.725,8.298,6.097,0.4657,1.876
GTEX-11WQC-0011-R6a-SM-5BC77,-0.5125,-2.315,0.6425,0.6699,2.439,7.719,3.578,9.787,-1.47,2.878,8.506,5.677,3.265,2.115,5.393,5.393,3.865,-0.4719,-0.4131
TCGA-ET-A25L-01,-2.826,-1.392,-0.1187,-0.3752,3.895,9.254,2.897,10.81,3.768,5.514,10.83,7.192,5.632,3.437,7.368,7.884,6.298,-9.966,2.907
TCGA-AB-2875-03,2.322,-1.51,7.458,7.015,4.851,8.533,2.101,12.15,5.177,5.869,10.94,7.024,5.925,4.935,8.285,8.046,6.316,-2.388,2.637
GTEX-13PL7-0526-SM-5J2MQ,-2.826,-1.355,3.993,-2.114,3.164,9.474,5.157,10.69,-0.3201,6.119,10.74,7.243,4.929,2.822,7.227,7.592,5.69,-2.727,2.245
TCGA-UZ-A9PZ-01,-6.506,-3.308,2.478,5.713,4.173,8.557,4.566,11.61,1.417,4.856,10.26,7.554,4.451,3.988,7.238,7.334,5.861,-9.966,0.8647
GTEX-WI4N-2526-SM-4OOSE,-3.458,-1.47,1.215,-5.574,2.607,8.778,4.915,11.7,-0.1345,7.468,11.75,6.405,4.79,4.245,7.705,7.886,5.927,-1.431,2.604
GTEX-13X6K-1826-SM-5O9CR,-3.171,-0.7834,-1.639,-1.595,2.064,7.958,2.731,11.03,-1.685,3.967,9.048,5.713,3.507,1.379,5.688,5.932,4.632,-3.171,0.434
GTEX-13VXT-0626-SM-5SIA1,1.77,-2.388,4.331,-0.5543,3.819,9.667,4.834,10.07,3.067,5.876,10.64,7.695,4.969,3.886,8.024,7.586,6.575,-2.053,3.151
GTEX-XUZC-0008-SM-4BOQG,-4.293,-1.781,1.967,-1.732,4.86,8.589,3.46,11.86,-0.8599,5.704,11.12,6.54,4.609,3.848,7.368,7.597,7.307,-0.7108,1.88
TCGA-LD-A66U-01,-2.826,3.989,0.9716,4.517,4.954,9.002,3.065,11.92,3.079,5.286,11.54,7.349,4.13,4.462,7.619,7.619,6.561,-2.466,-0.1187
TCGA-A8-A0A9-01,-3.171,4.199,0.5271,0.1124,4.859,9.152,4.082,11.68,2.039,5.933,11.21,7.601,4.819,4.465,8.108,8.243,7.093,-4.293,2.783
TCGA-DE-A2OL-01,2.211,-2.826,5.193,-2.635,3.926,10.08,4.666,11.26,1.848,5.519,11.16,7.679,5.617,3.936,8.008,7.858,6.66,-6.506,4.051
TCGA-EJ-7125-11,-3.047,-0.7108,1.118,1.412,4.96,8.781,4.115,10.28,2.067,4.766,11.45,6.684,3.636,2.768,7.361,7.175,7.041,-1.283,1.221
TCGA-G7-A4TM-01,-3.458,-2.635,3.855,7.387,4.725,9.05,4.845,12.08,2.433,5.569,10.67,7.741,5.231,3.779,7.786,7.981,6.029,-9.966,0.9935
GTEX-13JUV-0011-R9a-SM-5LZX3,1.907,0.9038,1.064,1.057,3.8,8.676,3.779,11.39,2.496,4.859,9.978,6.757,4.908,3.645,6.75,7.266,5.555,-1.086,0.5568
GTEX-T6MN-1226-SM-3NMA5,2.233,-1.595,-0.9132,0.7407,3.469,7.489,5.075,9.298,1.39,4.579,8.914,5.651,3.172,2.639,6.325,6.625,5.937,-0.2498,-0.0725
TARGET-20-PARBRA-09,-6.506,-0.5332,-2.932,2.989,0.8082,7.101,1.512,12.09,2.749,6.107,12.08,5.328,3.348,1.86,6.953,8.205,6.051,-5.012,-2.053
GTEX-RU72-1226-SM-2TF6N,-5.574,-4.608,3.243,2.791,3.313,8.022,4.378,10.5,-0.9132,6.6,11.07,7.153,5.373,4.023,7.795,8.224,6.305,-1.732,4.603
TCGA-62-A46P-01,3.534,4.981,5.162,-4.293,4.931,9.229,4.136,10.85,1.008,5.276,11.51,6.937,3.637,4.103,7.269,7.676,6.621,-9.966,1.758
GTEX-Y114-0008-SM-4TT8X,-5.012,-2.315,-1.732,-5.574,5.943,7.886,3.417,10.89,-1.431,5.758,11.18,6.292,4.404,4.945,6.412,7.91,7.101,0.9038,2.233
GTEX-T8EM-0826-SM-4DM76,-5.574,-3.626,-2.548,2.029,2.46,7.322,4.331,8.027,1.516,4.536,9.941,5.619,3.297,2.29,5.904,6.575,5.522,-2.932,0.0014
TCGA-DD-A4NS-01,-2.315,-1.831,0.4552,2.998,4.38,8.107,6.123,10.25,3.88,5.566,11.05,6.752,4.209,3.852,6.882,7.89,6.241,-4.035,1.233
GTEX-12ZZY-2726-SM-5EQ45,0.1519,3.081,4.315,2.254,3.164,9.269,4.941,10.28,1.88,5.408,11.19,7.045,4.827,2.826,7.093,7.665,5.85,-1.117,2.161
TCGA-CN-5356-01,-2.315,-1.639,1.029,0.099,5.177,7.465,4.442,11.83,3.007,5.515,11.15,7.302,4.011,5.526,7.765,8.46,5.982,7.432,1.506
GTEX-131YS-2826-SM-5EQ47,0.1776,-0.1187,3.763,1.779,4.198,8.455,4.544,10.6,2.714,6.594,11.42,6.981,4.786,5.034,7.953,7.834,6.59,4.939,0.8488
TCGA-B0-4697-01,-4.293,-1.149,-1.51,-1.831,2.63,7.361,2.322,10.17,1.993,3.874,9.316,5.253,2.23,1.787,5.935,5.604,4.627,-6.506,-0.5973
GTEX-X88G-0006-SM-47JX5,-2.114,-1.938,-1.994,-0.4131,3.079,8.159,-0.0277,10.98,3.871,4.665,9.5,5.575,5.022,1.209,6.294,7.392,5.602,-3.626,-3.047
GTEX-ZVE1-0526-SM-5NQ71,-5.012,-1.318,-1.685,-1.086,3.734,9.019,5.245,13.16,-1.248,5.77,10.7,7.604,5.332,3.824,7.201,8.424,6.207,-6.506,2.842
TCGA-QR-A6GO-01,0.6517,7.652,2.744,-6.506,4.773,9.991,5.812,11.74,2.278,5.188,10.71,7.535,4.005,3.156,7.066,8.217,5.115,-3.626,1.669
GTEX-11TUW-0626-SM-5LU9M,-0.394,-1.392,3.935,0.8408,3.792,8.22,5.096,10.5,1.824,6.367,11.27,6.882,4.666,5.027,7.953,7.793,6.596,5.367,1.132
TCGA-IN-AB1X-01,0.6608,-2.466,1.787,2.703,4.652,8.145,3.97,11.48,2.772,6.615,10.58,6.316,5.345,4.318,7.574,7.666,6.898,6.946,2.401
GTEX-Y5V6-1626-SM-4VDT2,-2.727,-0.3201,2.866,4.315,3.925,8.069,4.984,10.49,1.868,5.222,10.16,6.222,4.372,2.913,6.931,7.194,6.263,-2.114,1.368
TCGA-AC-A3TN-01,-0.2328,2.6,0.3346,-0.0725,5.02,9.583,4.824,10.59,0.4552,5.475,11.28,7.476,4.651,4.377,8.207,8.08,6.775,-4.035,0.4865
GTEX-QV31-1126-SM-4R1K4,2.078,1.428,1.412,4.709,4.639,7.488,5.467,9.658,2.987,4.816,9.558,7.531,5.743,4.099,7.624,6.716,7.366,2.278,0.6425
TCGA-44-8119-01,3.188,4.592,5.544,4.701,4.744,8.382,3.233,12.02,2.125,5.822,11.54,7.129,5.262,4.317,8.139,7.88,6.551,-3.458,2.422
TCGA-13-0886-01,-0.1828,-0.3383,-2.466,0.1648,4.138,7.672,4.63,12.35,2.862,5.186,11.27,6.249,3.636,2.884,6.661,7.412,5.57,-0.1345,1.934
GTEX-13PVQ-0426-SM-5J1OG,1.6,-0.2498,2.509,-1.781,4.58,9.309,6.894,10.5,3.589,6.844,11.21,7.011,4.385,3.652,7.913,7.973,6.334,0.9862,2.592
TCGA-BP-4759-01,-1.283,-2.053,1.864,-0.7346,3.745,8.122,3.562,12.52,0.7233,4.973,11.26,6.183,3.553,3.434,6.439,8.293,6.156,-6.506,0.9568
GTEX-13NYB-2726-SM-5J2MT,-2.932,0.4233,-1.994,-1.595,2.964,9.368,5.746,13.43,-1.938,4.504,10.53,6.798,5.449,2.161,6.22,8.47,5.551,-3.816,0.8883
TCGA-GN-A262-06,-9.966,-5.012,2.493,1.112,4.507,8.103,3.111,12.54,-0.9132,5.059,11.48,6.648,4.356,4.392,7.531,7.661,5.833,-9.966,0.1776
GTEX-WEY5-0526-SM-3GIKZ,1.132,-2.114,3.272,1.299,3.872,8.807,4.553,10.26,1.171,5.443,10.77,7.369,4.006,3.63,7.964,7.444,6.578,-1.994,3.133
GTEX-WZTO-1326-SM-3NM8X,-1.938,1.762,-1.149,2.541,2.251,9.101,2.514,11.46,-0.1993,3.884,9.442,6.222,4.603,2.351,6.037,6.639,4.941,-3.171,0.099
GTEX-13NYS-2926-SM-5IFGH,-4.035,1.795,0.1519,-0.8084,3.152,8.524,3.798,10.38,0.605,5.812,10.48,7.118,4.82,3.716,6.95,7.118,6.219,-0.9406,2.098
GTEX-11DXZ-0326-SM-5EGH1,-2.178,-2.114,-0.7588,1.015,2.401,9.04,3.213,11.45,0.7493,4.343,9.337,6.152,4.498,2.401,6.11,6.727,5.176,-2.388,0.3907
TCGA-V4-A9EZ-01,-4.293,-3.626,-1.355,-2.548,3.302,7.482,1.118,11.74,1.27,6.207,10.96,5.197,4.093,4.826,5.482,6.834,4.023,-4.293,-2.315
GTEX-13PVQ-2726-SM-5L3H7,-2.053,1.491,2.529,1.151,3.325,9.638,4.828,10.72,2.844,6.167,10.5,7.461,4.877,3.156,7.559,7.582,5.807,-1.732,1.919
TCGA-VS-A9V2-01,-0.5973,-3.308,0.7146,1.078,5.138,8.984,3.409,10.01,2.751,5.378,11.54,7.618,4.844,4.85,8.226,7.206,6.898,2.783,0.6425
TCGA-VS-A94Y-01,-1.595,-0.5756,-1.355,-2.466,5.52,8.797,5.185,12.63,4.023,5.76,10.83,7.52,4.655,5.412,7.837,8.755,7.389,5.846,1.34
TCGA-ZN-A9VO-01,-1.884,3.214,-2.548,-5.012,5.221,9.8,3.184,12.25,1.86,5.817,11.98,7.406,3.283,4.464,7.595,8.201,7.101,-9.966,0.1903
GTEX-WL46-0011-R7A-SM-3LK7X,-0.8339,-0.8339,3.002,1.88,2.995,9.009,4.644,10.52,-1.026,3.45,9.122,6.272,4.495,2.989,6.078,6.197,4.526,-1.831,0.2154
TCGA-90-A4EE-01,3.029,-0.3752,0.3115,-2.548,5.222,8.349,3.998,13,3.308,5.987,11.55,7.936,4.59,4.42,8.119,7.969,6.201,1.328,1.145
TCGA-FB-AAPZ-01,-2.466,-1.831,2.004,4.64,4.581,9.447,5.114,12.04,3.268,5.865,10.8,6.905,4.822,4.004,8.138,8.051,6.788,-0.9971,1.836
TCGA-C5-A8ZZ-01,0.4233,-1.47,1.328,-2.466,5.059,8.817,5.631,12.58,2.305,5.404,11.29,7.83,5.062,5.702,8.306,8.587,6.85,4.986,2.144
TCGA-MQ-A6BS-01,0.3907,2.275,-1.355,-9.966,4.36,9.146,4.136,10.87,2.854,5.755,12.36,7.132,4.278,3.995,7.179,7.959,6.286,-3.816,1.008
GTEX-11GSP-0006-SM-5N9EL,-5.574,-4.293,-3.816,-2.388,-0.5973,6.971,0.7233,10.23,3.777,5.223,8.647,3.701,3.619,0.6969,5.892,7.255,3.065,-4.293,-5.574
GTEX-1399U-2526-SM-5L3DL,-5.574,-3.308,-2.635,-3.816,3.305,8.399,5.119,12.6,-1.994,4.863,9.983,6.94,4.522,3.202,6.009,7.977,5.025,-6.506,2.738
TCGA-HT-A5RA-01,1.428,-2.635,1.907,2.348,4.555,8.875,5.618,13.53,2.164,5.95,10.16,7.738,4.598,5.241,8.07,8.003,6.768,3.328,1.317
GTEX-ZTTD-0326-SM-57WFW,-1.938,0.7999,0.537,-1.781,4.401,7.861,4.568,10.78,1.571,5.959,10.57,6.598,3.674,4.304,7.628,7.885,6.532,-2.466,1.541
TCGA-BH-A0BM-01,0.9789,0.2154,4.666,3.96,4.889,9.119,3.945,10.57,2.506,5.575,11.44,6.867,4.597,2.878,7.75,8.028,6.994,-0.4325,1.171
TCGA-E1-A7YL-01,2.856,-3.171,-0.4325,6.439,4.273,8.922,4.142,12.52,1.623,5.647,10.4,7.21,4.72,4.225,7.622,7.37,6.51,0.9115,0.9568
GTEX-146FR-0426-SM-5SI97,-1.884,-1.431,2.269,1.151,4.156,8.372,3.672,10.98,0.4657,5.703,10.49,6.773,4.203,4.481,7.294,7.851,6.89,8.217,0.9493
TCGA-KK-A8I8-01,-6.506,-1.318,-0.1031,-1.595,5.39,8.389,4.592,11,1.491,5.702,12.81,7.451,4.22,4.858,7.947,7.94,6.889,-2.053,2.544
TCGA-A2-A04T-01,0.03,1.864,4.718,6.03,4.406,8.186,4.991,12.67,3.77,5.431,11.4,6.446,4.862,5.05,8.044,8.218,6.282,7.428,1.688
TARGET-10-PAMXSP-09,-3.816,-4.293,-3.816,5.129,2.011,9.156,6.543,11.81,3.387,6.889,11.49,5.365,4.583,2.091,7.916,8.184,4.174,-3.458,2.036
TCGA-OL-A5S0-01,0.4233,-0.2159,1.812,8.306,5.182,8.013,4.282,12.05,2.848,5.155,12.23,6.999,2.922,5.829,7.815,8.107,6.364,4.18,-0.8339
TCGA-CG-5722-11,-0.0574,0.8805,3.312,4.006,3.084,8.805,4.397,10.68,3.259,5.887,9.442,6.11,5.207,3.002,6.825,7.449,6.55,-6.506,2.305
GTEX-14DAR-0006-SM-5N9GC,-6.506,-3.308,-1.355,-9.966,2.296,6.704,1.736,9.641,3.412,4.004,8.334,4.363,4.919,0.9343,5.845,7.417,5.529,-5.574,-3.308
GTEX-XGQ4-2226-SM-4AT4Y,-2.178,-1.51,2.199,-3.047,3.425,8.503,5.305,9.804,1.486,6.168,11.32,7.406,4.862,3.728,7.182,8.153,6.589,-1.685,2.444
TCGA-DD-AADI-01,-2.548,-5.574,-3.047,2.844,5.041,8.113,6.082,10.82,3.841,5.15,12.15,7.19,2.199,3.963,7.322,6.336,5.74,-9.966,-0.2671
TCGA-E7-A6MF-01,-3.816,-2.053,2.354,1.008,4.087,10.03,4.122,10.8,1.449,5.886,11.83,7.141,5.971,4.411,7.741,8.041,6.418,0.1648,4.577
GTEX-13113-1026-SM-5LZWM,-1.884,-0.7346,2.895,0.7664,4.235,9.366,4.955,11.45,-0.4521,6.287,10.81,8.131,4.762,3.76,7.758,7.589,6.056,-0.1031,1.633
TCGA-FC-7961-01,-3.816,1.434,2.074,0.4125,5.276,8.669,4.739,10.95,1.696,5.372,11.65,7.405,4.573,4.053,7.656,7.375,7.107,-0.1665,3.045
TCGA-VQ-A8PP-01,-1.781,-1.026,0.4125,6.082,4.889,9.404,6.15,12.25,4.132,6.22,11.03,6.677,4.972,3.28,7.997,8.167,6.787,2.74,2.17
GTEX-ZVE2-1326-SM-5NQ94,-1.595,-3.047,3.116,-0.6873,3.862,9.068,3.777,11.42,1.949,5.591,11.01,6.946,4.585,4.874,7.464,7.469,6.908,7.933,0.2642
TCGA-CC-A7IG-01,2.607,4.585,-3.047,3.289,5.83,9.232,5.348,11.88,1.669,4.625,11.76,8.068,2.862,4.547,7.67,7.256,6.235,-4.293,-0.5125
TCGA-DM-A0X9-01,1.758,-3.171,-0.6193,5.011,4.81,7.218,3.868,12.41,4.669,5.084,11.8,6.319,4.421,4.778,8.032,7.59,6.342,-6.506,0.0718
GTEX-13S7M-0326-SM-5S2PH,-9.966,-1.026,0.8408,0.2522,2.718,8.289,4.427,12.6,-1.994,5.178,10.34,6.802,4.935,2.842,7.299,8.069,5.333,-3.308,3.615
TCGA-GC-A3YS-01,-1.938,-3.816,-0.6873,-1.552,4.48,7.828,4.491,11.65,2.59,5.09,11.47,7.066,4.97,4.587,8.046,7.721,7.06,-4.035,0.4967
TCGA-DM-A28G-01,1.138,-1.938,1.029,5.53,4.562,8.285,4.695,11.34,3.982,5.061,11.84,6.241,3.877,4.265,7.639,7.419,5.952,-3.816,1.537
TCGA-OR-A5LG-01,-4.608,-5.012,2.447,-9.966,4.529,9.37,4.688,10.89,1.903,5.041,10.91,6.623,3.321,2.901,7.523,7.816,6.324,-3.816,2.125
